time,current,omega,omega_meas,theta,tau_load,V_in
0.208,10.1270946770092,187.703448431615,187.557154366197,18.6481947432865,0,12
0.2085,10.1229675806096,188.115745155266,187.845351947022,18.7420464675024,0,12
0.209,10.1188446113082,188.527629582021,188.373308674381,18.83610434008,0,12
0.2095,10.1147257649778,188.939102124178,188.390805473416,18.930368154871,0,12
0.21,10.1106110374954,189.350163193621,189.103658285963,19.0248377059331,0,12
0.2105,10.1065004247423,189.760813201823,189.670443523616,19.1195127875299,0,12
0.211,10.1023939226036,190.171052559846,190.193973112702,19.2143931941308,0,12
0.2115,10.0982915269687,190.580881678339,190.548990118328,19.3094787204107,0,12
0.212,10.0941932337312,190.990300967542,191.295968564575,19.4047691612499,0,12
0.2125,10.0900990387887,191.399310837286,191.453969684173,19.5002643117337,0,12
0.213,10.0860089380428,191.807911696989,192.714919422129,19.5959639671523,0,12
0.2135,10.0819229273993,192.216103955662,192.372115869826,19.6918679230008,0,12
0.214,10.0778410027682,192.623888021905,193.526134907767,19.7879759749786,0,12
0.2145,10.0737631600635,193.031264303913,192.669703564127,19.8842879189896,0,12
0.215,10.0696893952031,193.438233209468,193.701506728343,19.9808035511415,0,12
0.2155,10.0656197041093,193.844795145948,193.714669715095,20.0775226677463,0,12
0.216,10.0615540827083,194.250950520321,194.551021774726,20.1744450653193,0,12
0.2165,10.0574925269304,194.656699739151,194.953665136976,20.2715705405794,0,12
